affiliated_committee_name,candidate_ids,committee_id,committee_type,designation_type,name,organization_type,state,topic_weight,summary
AFL-CIO,[],C00003806,PAC - Qualified,Lobbyist/Registrant PAC,AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE,Labor Organization,DC,tw_labor,Labor Unions
,[],C00443937,PAC - Nonqualified,Unauthorized,AFOGNAK NATIVE CORPORATION-ALUTIIQ PAC,,AK,,
NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL,[],C00407627,Party - Nonqualified,Unauthorized,AFRICAN AMERICAN CAUCUS OF THE NORTH CAROLINA DEMOCRATIC PARTY,,NC,,
NONE,[],C00517508,Super PAC (Independent Expenditure-Only),Unauthorized,AFRICAN AMERICANS FOR LIBERTY,,MI,,
,[],C30002166,Electioneering Communication,Unauthorized,AFRICAN AMERICAN VOTER REGISTRATION EDUCATION AND PARTICIPATION PROJECT,,CA,,
,[],C90013053,Independent expenditure filer (not a committee),Unauthorized,AFRICAN FEDERALIST MOVEMENT,,MO,,
NONE,[],C00505784,PAC - Nonqualified,Unauthorized,AFRICAN FEDERALIST MOVEMENT (AFM),,MO,,
,[],C90011172,Independent expenditure filer (not a committee),Unauthorized,AFSCME WORKING FAMILIES FUND,,DC,,
,[],C90012535,Independent expenditure filer (not a committee),Unauthorized,AG CONSULTANTS,,NY,,
AGL RESOURCES INC.,[],C00164970,PAC - Qualified,Unauthorized,AGL RESOURCES INC. LEGACY NICOR INC. POLITICAL ACTION COMMITTEE,Corporation,IL,tw_energy,Energy (Non-Renewable) Businesses
NONE,['H0NJ00019'],C00480293,House,Principal campaign committee,AGOSTA FOR CONGRESS,,NJ,,
NONE,[],C00136838,PAC - Qualified,Unauthorized,AGPAC OF THE ARIZONA FARM BUREAU FEDERATION,Membership Organization,AZ,tw_agriculture,Agricultural Businesses
"AG PROCESSING INC POLITICAL ACTION COMMITTEE, AGPAC",[],C00207308,PAC - Qualified,Unauthorized,"AG PROCESSING INC POLITICAL ACTION COMMITTEE, AGPAC",Cooperative,NE,,
NONE,[],C00264770,PAC - Qualified,Lobbyist/Registrant PAC,AGRICULTURAL RETAILERS ASSOCIATION POLITICAL ACTION COMMITTE,Trade Association,DC,,
,[],C00141242,PAC - Qualified,Unauthorized,AGRI-MARK INC POLITICAL ACTION COMMITTEE,Cooperative,MA,,
ROYSTER-CLARK POLITICAL ACTION COMMITTEE,[],C00409201,PAC - Nonqualified,Unauthorized,AGRIUM US INC PAC,Corporation,CO,,
,[],C90007170,Independent expenditure filer (not a committee),Unauthorized,"AHMANSON, HOWARD F JR",,CA,,
,['H6KS03167'],C00414680,House,Principal campaign committee,AHNER FOR CONGRESS,,KS,,
"AHOLD DELHAIZE USA, INC.",[],C00214304,PAC - Qualified,Unauthorized,"AHOLD DELHAIZE USA, INC POLITICAL ACTION COMMITTEE",Corporation,NC,,
,[],C00506964,PAC - Nonqualified,Unauthorized,AIA ENGINEERS PAC,,TX,tw_labor,Labor Unions
THE NATIONAL RURAL ELECTRIC ASSOC ACTION COMMITTEE FOR RURAL ELECTRIFICATION ,[],C00398255,PAC - Qualified,Unauthorized,AIKEN ELECTRIC COOPERATIVE INC PAC,Trade Association,SC,,
AIRBORN INC,[],C00492660,PAC - Nonqualified,Unauthorized,"AIRBORN, INC POLITICAL ACTION COMMITTEE",Corporation,TX,,
"AIRBUS AMERICAS, INC.",[],C00421230,PAC - Qualified,Lobbyist/Registrant PAC,"AIRBUS AMERICAS, INC. POLITICAL ACTION COMMITTEE",Corporation,DC,,
AIR CONDITIONING CONTRACTORS OF AMERICA,[],C00100974,PAC - Qualified,Lobbyist/Registrant PAC,AIR CONDITIONING CONTRACTORS OF AMERICA PAC,Trade Association,VA,,
AIRCRAFT OWNERS & PILOTS ASSOCIATION,[],C00131185,PAC - Qualified,Unauthorized,AIRCRAFT OWNERS AND PILOTS ASSOCIATION POLITICAL ACTION COMMITTEE,Membership Organization,MD,,
AIR LINE PILOTS ASSOCIATION,[],C00035451,PAC - Qualified,Lobbyist/Registrant PAC,AIR LINE PILOTS ASSOCIATION PAC,Labor Organization,VA,tw_labor,Labor Unions
AIRLINES FOR AMERICA (A4A),[],C00114694,PAC - Qualified,Lobbyist/Registrant PAC,AIRLINES FOR AMERICA (A4A) POLITICAL ACTION COMMITTEE,Trade Association,DC,,
AIR METHODS CORPORATION,[],C00529909,PAC - Qualified,Unauthorized,AIR METHODS CORPORATION POLITICAL ACTION COMMITTEE (AMPAC),Corporation,CO,,
AIRPORT CONSULTANTS COUNCIL,[],C00368357,PAC - Nonqualified,Unauthorized,AIRPORT CONSULTANTS COUNCIL PAC (ACC PAC),Trade Association,VA,,
AIRPORTS COUNCIL INTERNATIONAL-NORTH AMERICA,[],C00341800,PAC - Qualified,Unauthorized,AIRPORTS COUNCIL INTERNATIONAL-NORTH AMERICA PAC,Trade Association,DC,,
"AIR PRODUCTS AND CHEMICALS, INC.",[],C00127258,PAC - Qualified,Lobbyist/Registrant PAC,"AIR PRODUCTS AND CHEMICALS, INC. POLITICAL ALLIANCE",Corporation,PA,,
SOUTHWEST AIRLINES CO. FREEDOM FUND,[],C00325159,PAC - Qualified,Unauthorized,AIRTRAN AIRWAYS INC POLITICAL ACTION COMMITTEE,Corporation,FL,,
"AIR TRANSPORT SERVICES GROUP, INC. PAC",[],C00238311,PAC - Qualified,Unauthorized,"AIR TRANSPORT SERVICES GROUP, INC. PAC",Corporation,OH,,
,['H2MI09129'],C00505743,House,Principal campaign committee,AJ GOES TO CONGRESS,,MI,,
AKERMAN LLP,[],C00280008,PAC - Qualified,Lobbyist/Registrant PAC,AKERMAN LLP PAC,Corporation,FL,,
NONE,[],C00104901,PAC - Qualified,Lobbyist/Registrant PAC,AKIN GUMP STRAUSS HAUER & FELD LLP CIVIC ACTION COMMITTEE (AKA AKIN GUMP PAC),,DC,,
,['H2NJ05238'],C00373183,House,Principal campaign committee,AKRAM FOR CONGRESS INC,,NJ,,
NONE,[],C00489419,PAC - Qualified,Unauthorized,AKSM UROLOGY POLITICAL ACTION COMMITTEE 'AKSM UROLOGY PAC',,OH,,
PEMCO AVIATION GROUP INC,[],C00357723,PAC - Qualified,Unauthorized,ALABAMA AIRCRAFT INDUSTRIES INC PAC,Corporation,AL,,
ALABAMA ASSOCIATION OF AMBULATORY SURGERY CENTERS INC,[],C00452508,PAC - Nonqualified,Unauthorized,ALABAMA ASSOCIATION OF AMBULATORY SURGERY CENTERS PAC,Corporation,AL,,
ALABAMA BANKERS ASSOCIATION INC,[],C00367094,PAC - Qualified,Unauthorized,"ALABAMA BANKERS ASSOCIATION, INC. PAC",Trade Association,AL,,
NONE,[],C00530295,PAC - Nonqualified,Lobbyist/Registrant PAC,ALABAMA CONGRESSIONAL CAMPAIGNS VICTORY FUND FEDERAL PAC,,FL,,
NONE,[],C00538207,PAC - Nonqualified,Lobbyist/Registrant PAC,ALABAMA CONGRESSIONAL CAUCUS,,FL,,
NONE,[],C00537548,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,ALABAMA DEMOCRATIC CLUB,,FL,,
NONE,[],C00537100,PAC - Nonqualified,Lobbyist/Registrant PAC,ALABAMA DEMOCRATIC EXECUTIVE BOARD,,FL,,
NONE,[],C00533323,PAC - Nonqualified,Lobbyist/Registrant PAC,ALABAMA DEMOCRATIC LEADERSHIP FEDERAL COMMITTEE,,FL,,
NONE,[],C00535252,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,ALABAMA DEMOCRATIC TRUST FUND,,FL,,
ALABAMA FORESTRY ASSOCIATION INC,[],C00436048,PAC - Nonqualified,Unauthorized,ALABAMA FORESTRY ASSOCIATION INC FEDERAL PAC AKA ALAFORESTRY FEDPAC,Trade Association,AL,tw_agriculture,Agricultural Businesses
,[],C00517854,Super PAC (Independent Expenditure-Only),Unauthorized,ALABAMA FOR LIBERTY,,MI,,
NONE,[],C00526087,Super PAC (Independent Expenditure-Only),Unauthorized,ALABAMA HORSE ASSOCIATION,,TX,,
MEDICAL ASSOCIATION OF THE STATE OF ALABAMA,[],C00004911,PAC - Qualified,Unauthorized,ALABAMA MEDICAL PAC CONNECTED WITH THE MEDICAL ASSOCIATION OF THE STATE OF ALABAMA,Membership Organization,AL,,
,[],C00365973,PAC - Nonqualified,Unauthorized,ALABAMA NURSING HOME ASSOCIATION FEDERAL POLITICAL ACTION COMMITTEE (ANHA PAC),Trade Association,AL,,
ALABAMA PEANUT PRODUCERS ASSOCIATION,[],C00211037,PAC - Qualified,Unauthorized,"ALABAMA PEANUT PRODUCERS ASSOCIATION, PEANUTPAC OF ALABAMA",,AL,,
ALABAMA POWER COMPANY,[],C00077305,PAC - Qualified,Lobbyist/Registrant PAC,ALABAMA POWER CO EMPLOYEES FEDERAL POLITICAL ACTION CMTE (APC EMPLOYEES FEDERAL PAC),Corporation,AL,tw_labor,Labor Unions
NONE,[],C00537399,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,ALABAMA REPUBLICAN CLUB,,FL,,
NONE,[],C00539338,PAC - Nonqualified,Lobbyist/Registrant PAC,ALABAMA REPUBLICAN EXECUTIVE BOARD,,FL,,
NONE,[],C00534305,PAC - Nonqualified,Lobbyist/Registrant PAC,ALABAMA REPUBLICAN LEADERSHIP FEDERAL COMMITTEE,,FL,,
NRSC TARGETED STATE VICTORY,[],C00044776,Party - Qualified,Unauthorized,ALABAMA REPUBLICAN PARTY,,AL,,
NONE,[],C00539684,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,ALABAMA REPUBLICAN TRUST FUND,,FL,,
NONE,[],C00511014,PAC - Nonqualified,Lobbyist/Registrant PAC,ALABAMA RETAIL ASSOCIATION PAC,Trade Association,AL,,
NONE,[],C00535344,PAC - Nonqualified,Lobbyist/Registrant PAC,ALABAMA SENATORIAL CAUCUS,,FL,,
,['H0MD03139'],C00480202,House,Principal campaign committee,ALAIN LAREAU FOR CONGRESS,,MD,,
NONE,[],C00382564,PAC - Nonqualified,Unauthorized,ALAMEDA CITY UNITED DEMOCRATIC CAMPAIGN,,CA,,
NONE,[],C00375279,Party - Nonqualified,Unauthorized,ALAMEDA COUNTY DEMOCRATIC CENTRAL COMMITTEE,,CA,,
CALIFORNIA REPUBLICAN PARTY (FEDERAL),[],C00404020,Party - Qualified,Unauthorized,ALAMEDA COUNTY REPUBLICAN PARTY (FED),,CA,,
ALAMO PAC/NRSC,[],C00460295,PAC - Nonqualified,Joint fundraising committee,ALAMO MAJORITY FUND,,VA,,
CORNYN,[],C00387464,PAC - Qualified,Leadership PAC,ALAMO PAC,,TX,,
,[],C90014473,Independent expenditure filer (not a committee),Unauthorized,ALAN AND MARYANN BRINK,,PA,,
,['H8IL05065'],C00436634,House,Principal campaign committee,ALAN AUGUSTSON- GREEN PARTY FOR CONGRESS 2008,,IL,,
,['H2AZ02295'],C00531715,House,Principal campaign committee,ALAN AVERSA FOR CONGRESS,,WV,,
,['H0MI10113'],C00241471,House,Principal campaign committee,ALAN CROPSEY FOR CONGRESS,,MI,,
,['H2CA48103'],C00522011,House,Principal campaign committee,ALAN FOR CONGRESS 2012,,CA,,
,[],C90008905,Independent expenditure filer (not a committee),Unauthorized,ALAN KELLMAN,,MI,,
GHLM JOINT FUNDRAISING COMMITTEE,['H2CA00104'],C00498212,House,Principal campaign committee,ALAN LOWENTHAL FOR CONGRESS,,CA,,
,['H2WV01029'],C00151456,House,Principal campaign committee,ALAN MOLLOHAN FOR CONGRESS COMMITTEE,,WV,,
,[],C90006966,Independent expenditure filer (not a committee),Unauthorized,ALAN R BRAYTON DBA BRAYTON PURCELL,,CA,,
,['H8TX00020'],C00441428,House,Principal campaign committee,ALAN STEINBERG FOR CONGRESS COMMITTEE,,TX,,
,['H2TN01072'],C00505479,House,Principal campaign committee,ALAN WOODRUFF FOR CONGRESS,,TN,,
,['H0NM01155'],C00459370,House,Principal campaign committee,ALAN WOODRUFF FOR CONGRESS CAMPAIGN COMMITTEE,,NM,,
ALARM INDUSTRY COMMUNICATIONS COMMITTEE,[],C00248690,PAC - Qualified,Unauthorized,ALARM INDUSTRY COMMUNICATIONS COMMITTEE POLITICAL ACTION COMMITTEE,Trade Association,VA,,
ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE,[],C00024349,PAC - Qualified,Lobbyist/Registrant PAC,ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE,Corporation,WA,,
ALASKA BERING SEA CRABBERS,[],C00538769,PAC - Qualified,Unauthorized,ALASKA BERING SEA CRABBERS FEDERAL POLITICAL ACTION COMMITTEE ('CRABBERS PAC'),Trade Association,WA,,
NONE,[],C00530303,PAC - Nonqualified,Lobbyist/Registrant PAC,ALASKA CONGRESSIONAL CAMPAIGNS VICTORY FUND FEDERAL PAC,,FL,,
NONE,[],C00538199,PAC - Nonqualified,Lobbyist/Registrant PAC,ALASKA CONGRESSIONAL CAUCUS,,FL,,
NONE,[],C00537530,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,ALASKA DEMOCRATIC CLUB,,FL,,
NONE,[],C00537118,PAC - Nonqualified,Lobbyist/Registrant PAC,ALASKA DEMOCRATIC EXECUTIVE BOARD,,FL,,
NONE,[],C00533331,PAC - Nonqualified,Lobbyist/Registrant PAC,ALASKA DEMOCRATIC LEADERSHIP FEDERAL COMMITTEE,,FL,,
DNC VICTORY FUND,[],C00191247,Party - Qualified,Unauthorized,ALASKA DEMOCRATIC PARTY,,AK,,
NONE,[],C00535260,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,ALASKA DEMOCRATIC TRUST FUND,,FL,,
,[],C00249250,Party - Nonqualified,Unauthorized,ALASKA FEDERATION  OF REPUBLICAN WOMEN,,AK,,
,[],C00517847,Super PAC (Independent Expenditure-Only),Unauthorized,ALASKA FOR LIBERTY,,MI,,
NONE,[],C00488551,PAC - Nonqualified,Unauthorized,ALASKA HERITAGE PAC,,AK,,
NONE,[],C00527598,Super PAC (Independent Expenditure-Only),Unauthorized,ALASKA HORSE ASSOCIATION,,TX,,
,[],C00454272,PAC - Nonqualified,Unauthorized,ALASKA MILITARY VETERANS POLITICAL ACTION COMMITTEE,,AK,,
,['H2AK00093'],C00515767,House,Principal campaign committee,ALASKANS4DOUG,,AK,,
TAKE BACK THE HOUSE 2020,['H6AK00045'],C00012229,House,Principal campaign committee,ALASKANS FOR DON YOUNG,,AK,,
,[],C00492678,PAC - Nonqualified,Unauthorized,ALASKANS FOR LIMITED GOVERNMENT,,AK,,
,[],C00489385,Super PAC (Independent Expenditure-Only),Unauthorized,ALASKANS STANDING TOGETHER,,AK,,
,['P80003338'],C00455949,Single Candidate Independent Expenditure,Unauthorized,ALASKAN WOMEN FOR OBAMA,,AK,,
NONE,[],C00537381,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,ALASKA REPUBLICAN CLUB,,FL,,
NONE,[],C00539346,PAC - Nonqualified,Lobbyist/Registrant PAC,ALASKA REPUBLICAN EXECUTIVE BOARD,,FL,,
NONE,[],C00534321,PAC - Nonqualified,Lobbyist/Registrant PAC,ALASKA REPUBLICAN LEADERSHIP FEDERAL COMMITTEE,,FL,,
NRSC TARGETED STATE VICTORY,[],C00253260,Party - Qualified,Unauthorized,ALASKA REPUBLICAN PARTY,,AK,,
NONE,[],C00539759,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,ALASKA REPUBLICAN TRUST FUND,,FL,,
NONE,[],C00535336,PAC - Nonqualified,Lobbyist/Registrant PAC,ALASKA SENATORIAL CAUCUS,,FL,,
NONE,[],C00001461,PAC - Qualified,Unauthorized,ALASKA STATE MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE (ALPAC),Membership Organization,AK,,
NONE,[],C00278689,PAC - Qualified,Unauthorized,ALBANIAN AMERICAN PUBLIC AFFAIRS COMMITTEE,,NY,,
ALBEMARLE CORPORATION,[],C00377333,PAC - Qualified,Lobbyist/Registrant PAC,ALBEMARLE CORPORATION POLITICAL ACTION COMMITTEE,Corporation,NC,,
,['H0CA23068'],C00517029,House,Principal campaign committee,ALBERT MAXWELL GOLDBERG FOR CONGRESS,,CA,,
,['H2CA49234'],C00518704,House,Principal campaign committee,ALBIN NOVINEC FOR CONGRESS,,CA,,
ALCOA CORPORATION,[],C00501106,PAC - Qualified,Lobbyist/Registrant PAC,ALCOA CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,Corporation,DC,tw_labor,Labor Unions
"ALCON LABORATORIES, INC",[],C00382119,PAC - Qualified,Unauthorized,"ALCON LABORATORIES, INC. POLITICAL ACTION COMMITTEE",Corporation,TX,,
NONE,['H0TX11123'],C00472951,House,Principal campaign committee,AL COWAN FOR CONGRESS,,TX,,
,['H2FL06174'],C00524413,House,Principal campaign committee,ALEC FOR CONGRESS,,FL,,
,['H2KY04097'],C00508291,House,Principal campaign committee,ALECIA WEBB-EDGINGTON FOR CONGRESS,,KY,,
,['H2AZ03129'],C00514604,House,Principal campaign committee,ALEGRIA FOR CONGRESS,,AZ,,
NONE,[],C00142653,PAC - Qualified,Unauthorized,ALERTED DEMOCRATIC MAJORITY,,PA,,
"ALEXANDER & BALDWIN, INC. (A HAWAII CORPORATION INCORPORATED ON MARCH 19, 2012)",[],C00017681,PAC - Qualified,Unauthorized,ALEXANDER AND BALDWIN INC FEDPAC,Corporation,HI,,
,"['H0MT00033', 'H2LA05084']",C00469908,House,Joint fundraising committee,ALEXANDER AND REHBERG FOR CONGRESS,,MT,,
DEMOCRATIC PARTY OF VIRGINIA,[],C00402628,Party - Nonqualified,Unauthorized,ALEXANDRIA DEMOCRATIC COMMITTEE,,VA,,
NONE,[],C00507384,Party - Qualified,Unauthorized,ALEXANDRIA REPUBLICAN CITY COMMITTEE,,VA,,
ALEXION PHARMACEUTICALS INC.,[],C00471169,PAC - Qualified,Lobbyist/Registrant PAC,ALEXION PHARMACEUTICALS INC. PAC,Corporation,DC,,
"ALEX LEE, INC.",[],C00371385,PAC - Qualified,Unauthorized,ALEX LEE INC PAC,Corporation,NC,,
NONE,['H4TX09095'],C00396028,House,Authorized by a candidate,AL GREEN FOR CONGRESS,,TX,,
NONE,[],C00302711,Party - Qualified,Unauthorized,ALHAMBRA DEMOCRATIC CLUB - FED,,CA,,
ALICE MANUFACTURING COMPANY INC,[],C00167221,PAC - Qualified,Unauthorized,ALICE MANUFACTURING COMPANY INC POLITICAL ACTION COMMITTEE,Corporation,SC,,
ALION SCIENCE AND TECHNOLOGY CORPORATION,[],C00431247,PAC - Qualified,Lobbyist/Registrant PAC,ALION SCIENCE AND TECHNOLOGY CORPORATION PAC,Corporation,VA,,
ALKERMES INC.,[],C00525063,PAC - Qualified,Lobbyist/Registrant PAC,ALKERMES INC. POLITICAL ACTION COMMITTEE,Corporation,MA,,
NONE,[],C00460352,PAC - Nonqualified,Unauthorized,ALL AMERICAN DREAMERS,,CT,,
BAYH,[],C00344788,PAC - Qualified,Leadership PAC,ALL AMERICA PAC,,IN,,
,[],C90007824,Independent expenditure filer (not a committee),Unauthorized,ALLAN HASH,,WV,,
,['H2GA11180'],C00511741,House,Principal campaign committee,ALLAN LEVENE FOR CONGRESS COMMITTEE,,GA,,
NONE,['H0FL02086'],C00460261,House,Principal campaign committee,AL LAWSON FOR CONGRESS,,FL,,
PENNSYLVANIA DEMOCRATIC PARTY,[],C00424226,Party - Nonqualified,Unauthorized,ALLEGHENY COUNTY DEMOCRATIC COMMITTEE - FEDERAL,,PA,,
ALLEGHENY ENERGY INC.,[],C00335232,PAC - Qualified,Lobbyist/Registrant PAC,ALLEGHENY ENERGY INC. FEDERAL POLITICAL ACTION COMMITTEE,Corporation,PA,,
ALLEGIANT TRAVEL COMPANY,[],C00516039,PAC - Qualified,Unauthorized,ALLEGIANT TRAVEL COMPANY POLITICAL ACTION COMMITTEE,Corporation,NV,,
,['H0NY13066'],C00463935,House,Principal campaign committee,ALLEGRETTI FOR CONGRESS,,NJ,,
,[],C00235861,PAC - Qualified,Unauthorized,ALLEN COUNTY RIGHT TO LIFE INC POLITICAL ACTION COMMITTEE,Membership Organization,IN,tw_abortion_and_social_conservatism,Pro-Life
NC REP PARTY,['H8FL22038'],C00509067,PAC - Nonqualified,Joint fundraising committee,ALLEN WEST NC VICTORY COMMITTEE,,NC,,
"ALLERGAN, INC.",[],C00292102,PAC - Qualified,Lobbyist/Registrant PAC,ALLERGAN INC POLITICAL ACTION COMM FOR EMPLOYEES (APACE),Corporation,CA,tw_labor,Labor Unions
"ALLERGAN, INC.",[],C00391086,PAC - Qualified,Lobbyist/Registrant PAC,"ALLERGAN, INC. POLITICAL ACTION COMMITTEE",Corporation,NJ,,
,[],C00249961,PAC - Qualified,Unauthorized,ALLERPAC - JOINT COUNCIL OF ALLERGY ASTHMA AND IMMUNOLOGY,Corporation,IL,,
"ALLETE, INC.",[],C00142489,PAC - Qualified,Lobbyist/Registrant PAC,ALLETE PAC,Corporation,MN,,
"ALLIANCE COAL, LLC",[],C00330233,PAC - Qualified,Unauthorized,"ALLIANCE COAL, LLC PAC",Corporation,OK,,
,[],C90011628,Independent expenditure filer (not a committee),Unauthorized,ALLIANCE FOR AMERICA'S FUTURE,,VA,,
ALLIANCE FOR AUTOMOTIVE INNOVATION,[],C00516526,PAC - Nonqualified,Lobbyist/Registrant PAC,ALLIANCE FOR AUTOMOTIVE INNOVATION POLITICAL ACTION COMMITTEE,Trade Association,DC,,
ALLIANCE FOR NATURAL HEALTH USA,[],C00293902,PAC - Qualified,Unauthorized,ALLIANCE FOR NATURAL HEALTH USA PAC (ANH-USA PAC),Membership Organization,VA,,
ALLIANCE FOR PHARMACY COMPOUNDING,[],C00424143,PAC - Qualified,Lobbyist/Registrant PAC,ALLIANCE FOR PHARMACY COMPOUNDING PAC (COMP PAC),Membership Organization,VA,,
ALLIANCE FOR QUALITY NURSING HOME CARE INC.,[],C00432336,PAC - Qualified,Lobbyist/Registrant PAC,ALLIANCE FOR QUALITY NURSING HOME CARE INC. POLITICAL ACTION COMMITTEE (AQNHC PAC),Trade Association,DC,,
ALLIANCE FOR RETIRED AMERICANS,[],C00436188,PAC - Qualified,Lobbyist/Registrant PAC,ALLIANCE FOR RETIRED AMERICANS POLITICAL ACTION FUND,Membership Organization,DC,,
"ALLIANCE ONE INTERNATIONAL, INC.",[],C00310748,PAC - Qualified,Unauthorized,"ALLIANCE ONE INTERNATIONAL, INC. PAC",Corporation,NC,,
NONE,[],C00435230,PAC - Nonqualified,Lobbyist/Registrant PAC,ALLIANCE PAC,,VA,,
NONE,[],C00489708,Super PAC (Independent Expenditure-Only),Unauthorized,ALLIANCE TO PROTECT TAXPAYERS,,FL,,
NONE,[],C00132092,PAC - Qualified,Lobbyist/Registrant PAC,ALLIANT ENERGY CORPORATION EMPLOYEE'S POLITICAL ACTION COMM,Corporation,DC,tw_defense_and_foreign_policy,Defense Businesses
ALLIED GRAPE GROWERS PAC,[],C00119388,PAC - Qualified,Unauthorized,ALLIED GRAPE GROWERS PAC,Cooperative,CA,,
*ALLIED PILOTS ASSOCIATION,[],C00267849,PAC - Qualified,Unauthorized,ALLIED PILOTS ASSOCIATION POLITICAL ACTION COMMITTEE,Labor Organization,TX,,
,[],C00536425,PAC - Nonqualified,Unauthorized,ALLIED UNIVERSAL PAC,Corporation w/o capital stock,PA,,
NONE,[],C00503250,PAC - Nonqualified,Unauthorized,ALLIES FOR ISRAEL POLITICAL ACTION COMMITTEE,,VA,,
,[],C00520320,Super PAC (Independent Expenditure-Only),Unauthorized,ALLIES OF ISRAEL PAC,,NY,,
,[],C00526368,Hybrid PAC (with Non-Contribution Account) - Nonqualified,Unauthorized,ALL IN,,FL,,
,[],C90005851,Independent expenditure filer (not a committee),Unauthorized,"ALLINA, FRANZ",,NY,,
,[],C90007865,Independent expenditure filer (not a committee),Unauthorized,"ALLISON, JOYCE",,TX,,
CONGRESSMAN JOHN HALL,[],C00451278,PAC - Nonqualified,Leadership PAC,"ALL NEW SOLAR, WIND & EFFICIENCY RESOURCES PAC (ANSWER PAC)",,DC,,
NONE,[],C00305789,PAC - Nonqualified,Unauthorized,ALL-PAC,,KY,,
,['P20002804'],C00496653,Single Candidate Independent Expenditure,Unauthorized,ALL PARTY SYSTEM (AND INDEPENDENTS) VICTORY CAMPAIGN FUND 2012,,MD,,
RUSH,[],C00483628,PAC - Nonqualified,Leadership PAC,ALL POWER TO THE PEOPLE PAC,,DC,,
ALLSTATE INSURANCE COMPANY,[],C00040253,PAC - Qualified,Lobbyist/Registrant PAC,ALLSTATE INSURANCE COMPANY PAC,Corporation,IL,,
"ALLSTREAM BUSINESS US, INC.",[],C00428094,PAC - Qualified,Lobbyist/Registrant PAC,"ALLSTREAMPAC OF ALLSTREAM BUSINESS US, LLC",Corporation,WA,,
,['H4PA13124'],C00389197,House,Principal campaign committee,ALLYSON SCHWARTZ FOR CONGRESS,,PA,,
"ALMOST FAMILY, INC.",[],C00460253,PAC - Qualified,Lobbyist/Registrant PAC,ALMOST FAMILY INC PAC (AFAM PAC),Corporation,KY,,
ABERCROMBIE,[],C00411967,PAC - Qualified,Unauthorized,ALOHA PAC,,DC,,
,['H6WI07033'],C00017830,House,Principal campaign committee,A LOT OF PEOPLE FOR DAVE OBEY,,MT,,
"ALPHA NATURAL RESOURCES, INC.",[],C00348524,PAC - Qualified,Lobbyist/Registrant PAC,"ALPHA NATURAL RESOURCES, INC. POLITICAL ACTION COMMITTEE",Corporation,DC,tw_energy,Energy (Non-Renewable) Businesses
NONE,['H2CA15094'],C00528174,Single Candidate Independent Expenditure,,ALPHA VALLEY BUSINESS AND TECHNOLOGY CONSORTIUM,,CA,,
ALSTOM PAC INC.,[],C00422832,PAC - Nonqualified,Lobbyist/Registrant PAC,ALSTOM PAC INC POLITICAL ACTION COMMITTEE,Corporation,CT,,
,[],C00395723,PAC - Qualified,Lobbyist/Registrant PAC,ALSTON & BIRD PAC,,DC,,
ALTICE USA,[],C00197863,PAC - Qualified,Lobbyist/Registrant PAC,ALTICE USA PAC,Corporation,NY,,
"ALTICOR, INC.",[],C00034884,PAC - Qualified,Lobbyist/Registrant PAC,"ALTICOR, INC. POLITICAL ACTION COMMITTEE ALTIPAC",Corporation,MI,,
ALTRIA GROUP INC.,[],C00089136,PAC - Qualified,Lobbyist/Registrant PAC,"ALTRIA GROUP, INC. POLITICAL ACTION COMMITTEE (ALTRIAPAC)",Corporation,DC,tw_agriculture,Agricultural Businesses
ALTURA CREDIT UNION,[],C00407601,PAC - Nonqualified,Unauthorized,ALTURA CREDIT UNION MEMBERS FEDERAL PAC,Cooperative,CA,tw_banking_and_finance,Financial Businesses
"ALVAREZ & MARSAL HOLDINGS, LLC",[],C00489948,PAC - Nonqualified,Unauthorized,"ALVAREZ & MARSAL HOLDINGS, LLC PAC",Corporation,DC,,
,['H2FL02090'],C00505131,House,Principal campaign committee,ALVIN PETERS FOR CONGRESS,,FL,,
NONE,['H2CA03082'],C00499822,House,Principal campaign committee,ALYSON HUBER CONGRESSIONAL EXPLORATORY COMMITTEE,,CA,,
ALZHEIMER'S IMPACT MOVEMENT (AIM),[],C00486928,PAC - Qualified,Unauthorized,ALZHEIMERS IMPACT MOVEMENT POLITICAL ACTION COMMITTEE,Membership Organization,IL,,
AMAIZING ENERGY HOLDING COMPANY LLC,[],C00455873,PAC - Nonqualified,Unauthorized,AMAIZING ENERGY HOLDING COMPANY LLC PAC,Corporation,IA,,
,[],C90013673,Independent expenditure filer (not a committee),Unauthorized,AMALGAMATED BANK,,NY,,
AMALGAMATED BANK,[],C00379693,PAC - Qualified,Unauthorized,AMALGAMATED BANK PAC,Corporation,NY,,
